clade_name	MH106	MH107	MH108	MH109	MH110	MH111	MH112	MH113	MH114	MH115	MH116	MH117	MH118	MH119	MH120	MH121	MH122	MH123	MH124	MH125	MH126	MH127	MH128	MH129	MH130	MH131	MH132	MH133	SX100	SX101	SX102	SX103	SX104	SX105	SX10	SX12	SX134	SX135	SX136	SX137	SX138	SX139	SX13	SX140	SX141	SX142	SX14	SX15	SX16	SX17	SX18	SX19	SX1	SX20	SX21	SX22	SX23	SX24	SX25	SX26	SX27	SX28	SX29	SX2	SX30	SX31	SX32	SX33	SX34	SX35	SX36	SX37	SX38	SX39	SX3	SX40	SX41	SX42	SX43	SX44	SX45	SX46	SX47	SX48	SX49	SX4	SX50	SX51	SX52	SX53	SX54	SX55	SX56	SX57	SX58	SX59	SX5	SX60	SX61	SX62	SX63	SX64	SX65	SX66	SX67	SX68	SX69	SX6	SX70	SX71	SX73	SX74	SX75	SX76	SX77	SX78	SX79	SX7	SX80	SX81	SX82	SX83	SX84	SX85	SX86	SX87	SX88	SX89	SX8	SX90	SX91	SX92	SX93	SX94	SX95	SX96	SX97	SX98	SX99	SX9
k__Bacteria|p__Firmicutes|c__CFGB16518|o__OFGB16518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00068	0.0	0.00232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8e-05	0.0	0.00815	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023	0.0	0.0	0.00204	0.0	0.05558	0.00095	0.0	0.0	0.0	0.0	0.0	0.0	0.00195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00057	0.0	0.01042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07339	0.0	0.0	0.00283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00511	0.0	0.0	0.0	0.0	0.0	0.0	0.02917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01381	0.0	0.0	0.00292	0.0	0.0	0.0	0.0	0.0	0.00258	0.0
k__Bacteria|p__Firmicutes|c__CFGB16518|o__OFGB16518|f__FGB16518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00068	0.0	0.00232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8e-05	0.0	0.00815	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmatales_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023	0.0	0.0	0.00204	0.0	0.05558	0.00095	0.0	0.0	0.0	0.0	0.0	0.0	0.00195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00057	0.0	0.01042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00511	0.0	0.0	0.0	0.0	0.0	0.0	0.02917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01381	0.0	0.0	0.00292	0.0	0.0	0.0	0.0	0.0	0.00258	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB4542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05025	0.0	0.01442	0.01658	0.0	0.0	0.0	0.02118	0.0	0.0	0.01291	0.21395	0.0	0.0	0.0	0.0	0.84467	0.0	0.0	0.0	0.17301	0.0	0.15656	0.0	0.0	0.0122	0.02848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01195	0.0	0.0	0.0	0.00122	0.0021	0.0	0.00097	0.0	0.0	0.0	0.06451	0.13831	0.0	0.51286	0.0	0.02118	0.37282	0.0	0.00338	0.0	0.11655	0.0	0.0	0.0	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.34809	0.0	0.0	0.0	0.01662	0.00509	0.0	0.0	0.0	0.0	0.23194	0.0	0.39556	0.0	0.0	0.0	0.0	0.0	0.08357	0.0	0.0	0.0	0.00351	0.0	0.0	0.1546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03948	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB4546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00439	0.0	0.0	0.0	0.0	0.00044	0.00044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00338	0.0	0.0	0.0	0.0	0.0	0.03709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.00317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6e-05	0.0	0.0	0.0	0.00064	0.0	0.0	0.0	0.00343	0.0	0.0	0.0027	0.0	0.0	0.00306	0.0	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.00221	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00174	0.0	0.00386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035	0.01304	0.00938	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB16518|o__OFGB16518|f__FGB16518|g__GGB51111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00068	0.0	0.00232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8e-05	0.0	0.00815	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmatales_unclassified|g__Acholeplasmatales_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023	0.0	0.0	0.00204	0.0	0.05558	0.00095	0.0	0.0	0.0	0.0	0.0	0.0	0.00195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00057	0.0	0.01042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00511	0.0	0.0	0.0	0.0	0.0	0.0	0.02917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01381	0.0	0.0	0.00292	0.0	0.0	0.0	0.0	0.0	0.00258	0.0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_sp_MIT_99_5507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04676	0.0	0.0	0.0	0.038	0.0	0.00454	0.0	0.0	0.00413	0.0	0.31164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01262	0.0	0.01572	0.0
k__Bacteria|p__Fibrobacteres|c__Fibrobacteria|o__Fibrobacterales|f__Fibrobacteraceae|g__Fibrobacter|s__Fibrobacter_sp_UWS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06522	0.0	0.02167	0.00209	0.20694	0.0	0.19957	0.0	0.0	0.0	0.00141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01245	0.0	0.0	0.0	0.02774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00842	0.0	0.0	0.0	0.0	0.0	0.0	0.01107	0.00076	0.0	0.0	0.0	0.0	0.00435	0.0	0.0	0.0	0.24638	0.0	0.00061	0.0	0.00856	0.0	0.0	0.00213	0.02301	0.02428	0.0	0.0	0.0	0.0	0.0	0.00051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10668	0.0	0.10314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0801	0.0	0.0	0.0	0.0	0.0	0.0	0.07645	0.0	0.0	0.0	0.53577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB4542|s__GGB4542_SGB6263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05025	0.0	0.01442	0.01658	0.0	0.0	0.0	0.02118	0.0	0.0	0.01291	0.21395	0.0	0.0	0.0	0.0	0.84467	0.0	0.0	0.0	0.17301	0.0	0.15656	0.0	0.0	0.0122	0.02848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01195	0.0	0.0	0.0	0.00122	0.0021	0.0	0.00097	0.0	0.0	0.0	0.06451	0.13831	0.0	0.51286	0.0	0.02118	0.37282	0.0	0.00338	0.0	0.11655	0.0	0.0	0.0	0.0	0.0	0.0	0.00076	0.0	0.0	0.0	0.0	0.34809	0.0	0.0	0.0	0.01662	0.00509	0.0	0.0	0.0	0.0	0.23194	0.0	0.39556	0.0	0.0	0.0	0.0	0.0	0.08357	0.0	0.0	0.0	0.00351	0.0	0.0	0.1546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03948	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9608|s__GGB9608_SGB15041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB15265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0137	0.0	0.0	0.0	0.0	0.00638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20338	0.0	0.00259	0.0	0.0	0.0	0.0	0.0	0.17292	0.0	0.03122	0.0	0.0	0.0	0.0	0.0	0.15784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5338	0.0	0.00744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB4546|s__GGB4546_SGB6267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9074|s__GGB9074_SGB13995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00439	0.0	0.0	0.0	0.0	0.00044	0.00044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00338	0.0	0.0	0.0	0.0	0.0	0.03709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.00317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6e-05	0.0	0.0	0.0	0.00064	0.0	0.0	0.0	0.00343	0.0	0.0	0.0027	0.0	0.0	0.00306	0.0	0.0	0.0	0.00019	0.0	0.0	0.0	0.0	0.0	0.00221	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00174	0.0	0.00386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035	0.01304	0.00938	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__Candidatus_Gastranaerophilales_unclassified|s__Candidatus_Gastranaerophilales_unclassified_SGB70776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00438	0.0	0.0	0.00264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00446	0.0	0.0	0.02254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01116	0.0	0.0	0.0	0.0	0.0	0.0	0.02777	0.0	0.0	0.00476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB6344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00253	0.0	0.00067	0.00015	0.00783	0.0	0.0	0.00041	0.0	0.0	0.00382	0.0	0.0	0.00294	0.02682	0.0	0.0	0.0	0.0	0.0	0.0059	0.0	0.01625	0.00255	0.0	0.0	0.0	0.0	0.00456	0.05442	0.00043	0.0	0.0	0.00735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034	0.00401	0.0	0.0	0.00118	0.0	0.00073	7e-05	0.02825	0.0	0.00618	0.03522	0.0	0.0	0.0	0.03511	0.0	0.00062	0.01057	0.0	0.00612	0.0	0.0	0.0	0.0	0.0	0.00457	0.0	0.0	0.0	0.0	0.0	0.0	0.02303	0.0	0.0	0.00373	0.0	0.00037	0.0	0.0718	0.0	0.0	0.0	0.0	0.00158	0.0	0.0	0.00201	0.0	0.0	0.0	0.02195	0.0	0.00113	0.0	0.0	0.00579	0.0	0.0	0.0	0.0	0.0025	0.0	0.0	0.0029	0.0	0.0	0.00039	0.0	0.0	0.03402	0.0	0.0	0.0	0.0	0.01078	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB69292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00158	0.0	0.0	0.00648	0.0	0.0	0.0	0.00133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00836	0.0	0.0	0.00565	0.00535	0.0	0.06713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04074	0.0	0.07292	0.0	0.00127	0.0	0.00373	0.01042	0.00133	0.0	0.0	0.0	0.00438	0.0137	0.00946	0.00195	0.00855	0.02835	0.03307	0.0	0.0	0.01793	0.004	0.0	0.0	0.0	0.00043	0.0	0.00998	0.0	0.0	0.0	0.0	0.0	0.00881	0.0	0.0	0.04502	0.00557	0.0	0.0	0.00317	0.0	0.00917	0.0	0.00085	0.0	0.03115	0.0	0.0	0.00449	0.0	0.0	0.0	0.0	0.04815	0.0	0.0	0.01073	0.00292	0.00053	0.02302	0.0	0.0	0.00398	0.0	0.0	0.0	0.0	0.0	0.0	0.01958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00091	0.0	0.0	0.0085	0.00579
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus_agilis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008	0.04867	0.0	0.0	0.0	0.0	0.0	0.0	0.00295	0.01408	0.0	0.0	0.0	0.0	0.0	0.00091	0.00064	0.02512	0.0	0.0	0.0	0.0	0.01992	0.0	0.0	0.0	0.01595	0.12078	0.0082	0.0	0.0	0.0	0.09126	0.0	0.0	0.0	0.0	0.00372	0.0	0.0037	0.0	0.0	0.0	0.0	0.35572	0.0	0.00427	0.0	0.0	0.0	0.0	1.4161	0.0	0.0	0.00252	0.0	0.0	0.0	0.10626	0.0	0.0	0.00829	0.04119	0.07197	0.0	0.0	0.0	0.03273	0.0	0.00892	0.02141	0.0	0.0	0.0	0.0	0.03844	0.0	0.0	0.0	0.03794	0.00042	0.0	0.0	0.0	0.00786	0.00291	0.0	0.0	0.0	0.0	0.00904	0.0	0.0	0.00486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00569	0.0	0.0	1.06097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00589	0.0	0.0	0.0	0.0
