clade_name	MH106	MH107	MH108	MH109	MH110	MH111	MH112	MH113	MH114	MH115	MH116	MH117	MH118	MH119	MH120	MH121	MH122	MH123	MH124	MH125	MH126	MH127	MH128	MH129	MH130	MH131	MH132	MH133	SX100	SX101	SX102	SX103	SX104	SX105	SX10	SX12	SX134	SX135	SX136	SX137	SX138	SX139	SX13	SX140	SX141	SX142	SX14	SX15	SX16	SX17	SX18	SX19	SX1	SX20	SX21	SX22	SX23	SX24	SX25	SX26	SX27	SX28	SX29	SX2	SX30	SX31	SX32	SX33	SX34	SX35	SX36	SX37	SX38	SX39	SX3	SX40	SX41	SX42	SX43	SX44	SX45	SX46	SX47	SX48	SX49	SX4	SX50	SX51	SX52	SX53	SX54	SX55	SX56	SX57	SX58	SX59	SX5	SX60	SX61	SX62	SX63	SX64	SX65	SX66	SX67	SX68	SX69	SX6	SX70	SX71	SX73	SX74	SX75	SX76	SX77	SX78	SX79	SX7	SX80	SX81	SX82	SX83	SX84	SX85	SX86	SX87	SX88	SX89	SX8	SX90	SX91	SX92	SX93	SX94	SX95	SX96	SX97	SX98	SX99	SX9
k__Bacteria|p__Spirochaetes|c__CFGB4777|o__OFGB4777|f__FGB4777|g__GGB13842|s__GGB13842_SGB21224	0.00605	0.0	0.0	0.0	0.01586	0.0	0.0	1.68222	0.00057	0.28958	0.0	0.01429	0.0	0.0	0.0	0.37814	0.0	0.0	0.0	0.00828	0.00336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02961	0.00866	0.0	0.0	0.0	0.0	0.00399	0.0084	0.16985	0.0	0.0	0.01067	0.0	0.01864	0.0	0.0	0.0	0.99176	0.00244	0.0	0.0	1.22383	0.0	0.0	0.22226	0.0	0.0	0.0	0.98114	0.0	1.23996	0.00015	0.0	0.00113	0.0	0.0	0.0	0.0	0.0	0.0	0.00089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00133	0.0	0.0	0.0	0.0	0.01129	0.0	0.06075	0.05809	0.10597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00705	0.0	0.009	0.0	1.02772	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__Candidatus_Gastranaerophilales_unclassified|s__Candidatus_Gastranaerophilales_bacterium	0.00591	0.0	0.00213	0.0	0.08965	0.0	0.00952	0.00194	0.00971	0.0	0.0	0.00351	0.12458	0.06494	0.12275	0.0	0.0034	0.00914	0.00199	0.00744	0.00414	0.0	0.00082	0.0	0.0	0.35333	0.17312	0.00173	0.07978	0.0042	0.0	0.01016	0.86748	0.0	0.0045	0.21134	0.0	0.11941	0.17643	0.00697	0.0	0.0	0.00093	0.0	0.00664	0.0	0.0144	0.0	0.1055	0.0	0.07581	0.00431	0.62072	0.0	0.00861	0.08175	0.0	0.04677	0.0	0.0	0.02413	0.0	0.02311	0.04716	0.00338	0.31351	0.0352	0.00025	0.06459	0.0	0.06447	0.01604	0.00019	0.06314	0.05289	0.0	0.09474	0.01626	0.37547	0.03982	0.05397	0.0	0.27105	0.04468	0.01579	0.24969	0.0	0.15552	0.0	0.0035	0.0	0.0	0.01833	0.06183	0.00549	0.02105	0.0	0.0	0.04184	0.01295	0.17834	0.11163	0.24249	0.23276	0.0	0.20504	0.0	0.06111	0.0136	0.0	0.03389	0.0	0.0	0.0	0.01732	0.38121	0.06593	0.00987	0.07185	0.0	0.002	0.5929	0.0	0.0	0.1375	0.01474	0.0	0.00943	0.03276	0.05234	0.00633	0.0	0.01403	0.0	0.04127	0.0118	0.00158	0.36856	0.02128	0.00614
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__GGB38171|s__GGB38171_SGB72433	0.00581	0.00905	0.00894	0.01816	0.04565	0.02859	0.0216	0.0298	0.00708	0.08904	0.0391	0.014	0.00117	0.02565	0.02631	0.05283	0.00432	0.00263	0.00383	0.00992	0.00698	0.01836	0.01947	0.03187	0.1182	0.148	0.0596	0.01096	0.02336	0.01282	0.04323	0.00239	0.03187	0.0	0.05644	0.10434	0.01866	0.05136	0.02206	0.08601	0.28173	0.05544	0.03888	0.56711	0.1468	0.11461	0.02927	0.05565	0.00104	0.0736	0.03452	0.18174	0.04514	0.03937	0.057	0.02012	0.01426	0.00939	0.0	0.04966	0.04004	0.0082	0.03646	0.03762	0.11351	0.00498	0.0223	0.0153	0.03046	0.01428	0.05363	0.02367	0.00615	0.0231	0.03247	0.02163	0.06192	0.01159	0.02665	0.04602	0.02506	0.02616	0.01971	0.12521	0.02892	0.03067	0.02778	0.06144	0.08511	0.01875	0.02413	0.11875	0.0228	0.21904	0.00582	0.13906	0.06698	0.10794	0.00628	0.05414	0.0217	0.00944	0.01044	0.03782	0.24194	0.03975	0.03132	0.05612	0.0945	0.09579	0.05826	0.05084	0.02227	0.03677	0.14279	0.02617	0.03	0.0766	0.02368	0.18267	0.07942	0.66718	0.08439	0.03122	0.04664	0.01015	0.02432	0.0907	0.01598	0.59297	0.03631	0.05767	0.39418	0.14451	0.32143	0.27217	0.01018	0.05326	0.01419	0.02325
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Ruminococcaceae_unclassified_SGB14835	0.00572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00291	0.0	0.0	0.0	0.0	0.0	0.00095	0.0	0.0	0.0	0.0	0.0	0.00824	0.0	0.00021	0.0	0.0	0.0	0.0	0.01089	0.0	0.00076	0.0	0.0	0.0	0.0	0.0	0.00362	0.00228	0.0	0.0	0.00079	0.01308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04145	0.02557	0.0	0.0	0.0	0.00083
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9615|s__GGB9615_SGB15051	0.00558	0.02402	0.00817	0.0	0.04774	0.0	0.0	0.04172	0.00397	0.00886	0.0	0.01056	0.04177	0.00522	0.03532	0.0009	0.01315	0.00507	0.00088	0.01379	0.00577	0.0	0.24697	0.0	0.00011	0.0	0.00284	0.01569	0.0	0.04066	0.00152	0.03831	0.12372	0.0	0.00144	0.00072	0.03661	0.00015	0.02182	0.0	0.0	0.0	0.00404	0.0	0.0	0.00155	0.11283	0.0	0.03619	0.05222	0.0043	0.02757	0.10209	0.00626	0.16319	0.11678	0.0	0.08979	0.00182	0.0	0.00383	0.03813	0.0	0.01205	0.01277	0.05477	0.05136	0.00487	0.02423	0.02769	0.03204	0.0	0.03467	0.21393	0.0	0.02832	0.01863	0.04062	0.0	0.00334	0.07574	0.0	0.0	0.00657	0.06742	0.00083	0.00011	0.01409	0.19933	0.00236	0.00074	0.02683	0.1297	0.0	0.0	0.01154	0.02043	0.02189	0.01852	0.01952	0.04089	0.02079	0.13025	0.0009	0.0	0.00542	0.00582	0.08125	0.04336	0.0	0.04786	0.07141	0.00343	0.01924	0.00172	0.02459	0.04102	0.0	0.00171	0.00176	0.10652	0.04645	0.00298	0.0	0.0	0.00814	0.00639	0.0	0.00894	0.02398	0.0	0.02184	0.01225	0.01888	0.02767	0.0	0.00745	0.0	0.05402	0.00281
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__GGB1244|s__GGB1244_SGB1664	0.00554	0.07995	0.03523	0.02682	0.43641	0.61805	0.14706	0.02881	0.10401	0.57826	0.12708	0.14765	0.16283	0.02827	0.06651	0.03799	0.04543	0.00725	0.03502	0.39481	0.23761	0.33321	0.29655	0.0	0.0226	0.02104	0.33894	0.04654	0.28012	0.00304	0.00568	0.04112	0.01161	0.0	0.01649	0.02782	0.2648	0.15608	0.02789	0.00649	0.18214	0.02973	0.00249	0.00795	0.04964	0.01495	0.03518	0.00039	0.01828	0.0377	0.37115	0.0	1.08035	0.01334	0.05581	0.02732	0.0067	0.02574	0.0	0.00381	0.05937	0.10006	0.0111	0.13066	0.0	0.0866	0.01401	0.05559	0.2966	0.13469	0.0405	0.01069	0.11927	0.21863	0.00343	0.54259	0.35991	0.192	0.03349	0.54034	0.42668	0.37618	0.05749	0.09356	0.24537	0.04544	0.56615	0.27261	0.50186	0.02601	0.75283	0.18926	0.21726	0.07144	0.01936	0.0596	0.1033	0.65254	0.04863	0.68043	0.54815	0.1201	0.08281	0.10348	0.0	0.08529	0.0	0.04644	1.14114	0.06109	0.20401	0.01384	0.11051	0.11408	0.01318	0.0	0.08062	0.14596	0.0	0.00287	0.0	0.11894	0.00176	0.05606	0.1147	0.0	0.0585	0.07507	0.13238	0.0	0.23507	0.05617	0.09113	0.03041	0.0	0.10901	0.28082	0.05124	0.07216	0.19464
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9540|s__GGB9540_SGB14943	0.00541	0.0	0.0	0.11855	0.0	0.0	0.04326	0.0	0.00082	0.01034	0.0	0.00157	0.00706	0.0	0.0	0.0	0.0	0.0	0.00573	0.0	0.15416	0.0	0.0	0.0	0.0	0.00166	0.0	0.0	0.03415	0.0034	0.0	0.00479	0.12032	0.0	0.20641	0.00404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49228	0.0	0.0	0.0	0.01422	0.0	0.0	0.0	0.0	0.07541	0.0	0.00486	0.00271	0.00019	0.0	0.0	0.00117	0.0	0.0	0.0	0.05201	0.0	0.02283	0.01114	0.0	0.0	0.00995	0.0	0.00354	0.0	0.0	0.0	0.0	0.0	0.0	0.00731	0.0	0.0	0.0	0.00629	0.06204	0.08724	0.0	0.0	0.01494	0.17941	0.03561	0.01993	0.0	0.0	0.01556	0.0	0.0216	0.0	0.0004	0.0	0.0	0.03439	0.0	0.0	0.0	0.07418	0.0	0.00085	0.0	0.0	0.06657	0.0	0.0	0.0	0.0	0.0038	0.0	0.07447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00844	0.00213	0.0	0.02529	0.08928	0.0	0.0	0.0	0.00599	0.08489	0.01273	0.0	0.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__GGB1380|s__GGB1380_SGB1883	0.00487	0.00749	0.0	0.0	0.0	0.0	0.0	0.0	0.00712	0.01135	0.01063	0.00189	0.00621	0.0	0.0	0.0	0.00256	0.0	0.0	0.0	0.00089	0.00759	0.0	0.0	0.02828	0.00816	0.01162	0.0	0.0	0.0007	0.0	0.0	0.00338	0.0	0.00337	0.00082	0.00381	0.0	0.11778	0.0	0.00329	0.00143	0.00928	0.0	0.0	0.0	0.01493	0.0	0.01073	0.00698	0.00101	0.0	0.01416	0.0	0.00989	0.00075	0.0	0.00897	0.0	0.0	0.0	0.00527	0.0	0.066	0.0	0.01069	0.0	0.00132	0.00253	0.00705	0.00065	0.0	0.0009	0.01346	0.00471	0.00722	0.00206	0.01254	0.00082	0.01524	0.00399	0.01217	0.0	0.00436	0.01185	0.00415	0.00105	0.00879	0.00682	0.0	0.00621	0.00102	0.00055	0.06509	0.0	0.02098	0.00304	0.05301	0.01987	0.01083	0.00408	0.04123	0.01875	0.00557	0.0	0.0146	0.0	0.02143	0.00788	0.00092	0.01054	0.0139	0.0336	0.00675	0.0	0.0	0.00288	0.00836	0.00252	0.0007	0.0	0.0103	0.0	0.01019	0.00212	0.0	0.00408	0.0	0.03899	0.00554	0.0	0.0	0.0	0.0	0.0	0.0	0.00133	0.0	0.0	0.01824
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_pentosaceus	0.00452	0.0	0.0	0.0	0.0	0.00239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22518	0.0	0.0	0.0	0.0	0.0	0.0	0.41895	0.0	0.0	0.0	0.0	0.0	0.05464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_intestinalis	0.00442	0.0	0.04109	0.04177	0.0	0.0035	0.0	0.0	0.0	0.0	0.0	0.0	0.00726	0.01376	0.0192	0.00064	0.0	0.01739	0.0	0.0	0.0	0.0006	0.02771	0.0	0.06732	0.05167	0.01404	0.02291	0.0	0.0	0.04557	0.0	0.02013	0.0	0.0	0.0	0.21178	0.00869	0.07577	0.0	0.02195	0.05606	0.00035	0.05126	0.0	0.0	0.06586	0.03879	0.0	0.00081	0.0	0.15803	0.00498	0.00051	0.49251	0.0	0.01979	0.0398	0.2587	0.03691	0.04692	0.0	0.00424	0.0167	0.01859	0.09022	0.0	0.0	0.00162	0.0	0.0	0.0	0.0	0.09095	0.0	0.0	0.0	0.01738	0.0	0.01285	0.0	0.03891	0.0	0.0	0.0	0.0	0.0	0.09523	0.0	0.0	0.0	0.04296	0.0	0.0	0.0	0.0	0.04554	0.0	0.0	0.0	0.0	0.01778	0.0848	0.02254	0.0065	0.0	0.0	0.01175	0.07014	0.0	0.00364	0.01122	0.0	0.05095	0.0	0.0	0.0	0.0	0.0	0.0	0.01853	0.03084	0.00034	0.11072	0.0	0.0	0.0	0.00265	0.0	1.02922	0.0	0.05083	0.00039	0.0	0.31053	0.0	0.00538	0.00589	0.02715	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger	0.00427	0.02058	0.00515	0.09051	0.0	0.0	0.0	0.1838	0.0	0.0	0.51194	0.0	0.0	0.00295	0.09446	0.0	0.0	0.0	0.01555	0.0	0.05932	0.0	0.04177	0.06443	0.0	0.05298	0.0	0.00627	0.0	0.0	0.0	0.00226	0.17294	0.0	0.0	0.06684	0.01779	0.0	0.0	0.0	0.27692	0.02921	0.05256	0.10107	0.0	0.0	0.12795	0.0	0.0	0.22141	0.06127	1.67904	0.2862	0.05855	0.02689	0.0	0.09203	0.0	0.04465	0.00972	0.0	0.02537	0.00105	0.0	0.08881	0.13094	0.02545	0.0	0.03062	0.0	0.12254	0.05403	0.0	0.0209	0.00217	0.0324	0.1269	0.0	0.09869	0.07148	0.00306	0.0369	0.0	0.0	0.0	0.0	0.10092	0.0	0.03731	0.0	0.0	0.08	0.10175	0.41146	0.0	0.09368	0.10065	0.0	0.00147	0.00236	0.03399	0.14849	0.0	0.0	0.06165	0.0	0.09382	0.0	0.13294	0.19692	0.1508	0.26041	0.63421	0.04892	0.0	0.0	0.00612	0.0	0.01605	0.0	0.05791	0.06671	0.07567	0.01996	0.0	0.00449	0.0	0.0	0.0	0.0	0.0	0.00288	0.0	0.00687	0.03373	0.0	0.00284	0.0	0.02331	0.0
k__Bacteria|p__Kiritimatiellaeota|c__Kiritimatiellae|o__Kiritimatiellae_unclassified|f__Kiritimatiellae_unclassified|g__GGB13152|s__GGB13152_SGB20361	0.00409	0.0	0.0	0.0	0.0	0.0	0.00162	0.0	0.0	0.0	0.0	0.0	0.00085	0.00564	0.00365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00158	0.0	0.00088	0.0	0.0	0.0	0.0	0.0	0.0	0.04474	0.0	0.0	0.00046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00466	0.0	0.00498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9730|s__GGB9730_SGB15290	0.00388	0.0	0.0	0.0	0.0187	0.00991	0.0	0.0	0.0	0.0	0.01027	0.0	0.00049	0.01277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03001	0.00055	0.082	0.02315	0.0	0.0	0.01113	0.07197	0.01405	0.00762	0.00331	0.0	0.0	0.179	0.0	0.01127	0.10382	0.01355	0.0	0.0	0.03922	0.14059	0.0	0.0	0.0	0.0	0.0	0.01587	0.01694	0.09852	0.02686	0.0	0.0	0.0	0.0194	0.0	0.65556	0.33541	0.10453	0.00596	0.0	0.0	0.0773	0.30267	0.0	0.0	0.03711	0.0	0.00994	0.0	0.00325	0.01824	0.01447	0.00028	0.0	0.01126	0.0	0.00043	0.00073	0.03491	0.0	0.07238	0.01101	0.0	0.0	0.0	0.09372	0.0	0.00626	0.0	0.03676	0.11365	0.0	0.0316	0.0	0.0	0.0	0.00646	0.0	0.00514	0.0	0.0	0.65793	0.0	0.0	0.00107	1.15949	0.24911	0.0	0.13325	0.42569	0.07251	0.26503	0.0	0.05718	0.00312	0.0	0.0887	0.00671	0.0	0.0	0.10855	0.0	0.02456	0.03913	0.03387	0.0	0.08733	0.0	0.0	0.0	0.01058	0.08557	0.0	0.0	0.04797	0.06281	0.02113
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_NSJ_62	0.00387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026	0.0	0.0	0.0	0.00264	0.00447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00598	0.0	0.0	0.0	0.0	0.0	0.00244	0.0	0.0	0.00357	0.0	0.0	0.0	0.0	0.0	0.00312	0.0	0.0	0.0	0.00232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-05	0.0	0.02637	0.0	0.0	0.00044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00244	0.00865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_faecicola	0.0038	0.08503	0.00801	0.02133	0.03803	0.02023	0.0	0.05032	0.0	0.00693	0.04987	0.0369	0.09471	0.04171	0.0	0.0	0.03387	0.05374	0.02351	0.03738	0.0223	0.0	0.00192	0.02795	0.0	0.04852	0.03941	0.02122	0.00016	0.102	0.0	0.12708	0.0	0.0	0.00369	0.02723	0.0	0.0	0.0042	0.00312	0.00848	0.00083	0.06768	0.0	0.00048	0.00085	0.0026	0.0	0.0873	0.00485	0.00271	0.0	0.0687	0.0063	0.01158	0.0334	0.04823	0.03999	0.0	0.01304	0.03424	0.08092	0.00097	0.02118	0.02474	0.03708	0.00758	0.0161	0.01443	0.03362	0.14251	0.00391	0.1124	0.07307	0.0143	0.03855	0.38112	0.01232	0.0	0.12934	0.01393	0.03788	0.0	0.0	0.0	0.0	0.0	0.03942	0.018	0.02339	0.0	0.0	0.07978	0.0	0.00218	0.0	0.25942	0.14603	0.0	0.0631	0.00366	0.0	0.00612	0.0	0.0079	0.01902	0.0	0.00188	0.0	0.0	0.0	0.03143	0.00758	0.01041	0.0	0.00115	0.01373	0.03825	0.00435	0.0	0.52719	0.00312	0.0	0.01539	0.00748	0.00501	0.00297	0.0	0.00653	0.0	0.00163	0.05458	0.01413	0.0	0.15059	0.0	0.0	0.00218	0.00086	0.0874
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_WCA3_601_WT_6H	0.00379	0.00341	0.01838	0.0	0.01933	0.00658	0.0	0.03707	0.00265	0.0197	0.0	0.00306	0.00405	0.0	0.0634	0.05153	0.0014	0.09355	0.0	0.07825	0.01457	0.08423	0.24286	0.0	0.0	0.01177	0.16026	0.01339	0.00486	0.01237	0.00467	0.0	0.01579	0.0	0.05512	0.0	0.0	0.0	0.02304	0.00243	0.0047	0.0	0.00562	0.0	0.0	0.02503	0.0	0.0	0.00081	0.00406	0.0	0.0	0.00913	0.0	0.0	0.03191	0.0038	0.39298	0.16119	0.00031	0.02246	0.04932	0.02317	0.0024	0.06241	0.0033	0.004	0.00469	0.01235	0.00166	0.04982	0.00383	0.0	0.0201	0.0	0.0	0.01429	0.05529	0.0	0.13038	0.00995	0.08387	0.00926	0.0	0.01383	0.00288	0.0	0.01055	0.01648	0.06808	0.0	0.0	0.1654	0.01754	0.0	0.0	0.05354	0.43324	0.00331	0.1086	0.0	0.06378	0.22379	0.0	0.00747	0.0	0.0	0.00935	0.02031	0.0	0.0	0.00169	0.02954	0.05876	0.0	0.00115	0.00147	0.00055	0.00358	0.0	0.02829	0.01112	0.0	0.09972	0.04775	0.0	0.00168	0.01067	0.00801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05516	0.08601
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__GGB1405|s__GGB1405_SGB1928	0.00358	0.0	0.07186	0.00405	0.23993	0.0	0.62316	0.0927	0.0013	0.17095	0.05183	0.01478	0.0	0.0	0.0	0.0	0.00421	0.0	0.0	0.09652	0.0	0.0	0.0	0.0	0.18302	0.0	0.04229	0.11411	0.03459	0.05882	0.0	0.2156	0.0	0.0	0.0	1.20404	0.00393	0.0	0.0	0.1682	0.0	0.0	0.03941	0.01836	0.0	0.0	0.0	0.0	0.17253	0.0	0.0	0.0	0.35067	0.01705	0.01244	0.0	0.0	0.0	0.0	0.0	0.0	0.13462	0.02879	0.04077	0.0	0.00631	0.00512	0.03602	0.16161	0.0	0.02659	0.03579	0.082	6e-05	0.32889	0.34065	0.14504	0.06494	0.0115	0.05095	0.05042	0.09485	0.31169	0.27336	0.09809	0.0	0.48099	0.01034	0.03082	0.00381	0.0	0.0	0.2348	0.36583	0.22418	0.0	0.00033	0.16173	0.00893	0.12245	0.6373	0.0	0.01159	0.0	0.0	0.33894	0.0	0.25227	0.21781	0.54351	0.0	0.12859	0.94359	0.08319	0.00386	0.04451	0.09507	0.03585	0.11673	0.01994	0.00143	0.0	0.67072	0.00374	0.04679	0.01739	0.0192	0.00401	0.21977	0.0	0.04765	0.0	0.0	0.00442	0.0	0.0	0.0	0.0037	0.01438	0.09863
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale	0.00354	0.17779	0.20776	0.09391	0.00747	0.0152	0.0	0.0	0.01288	0.0	0.74234	0.10712	0.24723	0.01124	0.01142	0.0	0.2734	0.32072	0.0	0.04347	0.03744	0.06599	0.03098	0.00477	0.41154	0.01834	2.06774	0.2818	0.0	0.00296	0.24211	0.05695	0.11835	0.0	0.00058	0.0	0.78632	0.02395	0.0	0.00394	0.04138	2.13118	0.0	0.98954	0.59216	0.04578	0.18503	0.0	0.00429	0.24325	0.04657	0.0	0.06046	0.00846	0.68265	0.57413	0.17507	0.58809	3.45741	0.0	0.43284	0.01492	0.0	0.04184	0.12039	0.00586	0.2621	0.07149	0.07589	0.00745	0.14457	0.00218	0.05524	0.07151	0.0	0.0165	0.57832	0.05927	0.00289	0.1163	0.03217	0.22261	0.01599	0.01914	0.04082	0.0	0.00018	0.00274	0.09441	0.1551	0.09139	0.0	0.02533	0.18949	0.0	0.04836	0.18352	0.51209	0.19706	0.06543	0.01349	0.18473	0.89852	0.00225	0.03422	0.93481	0.0	0.36449	0.0	0.04618	0.05271	0.06665	0.00598	0.10813	0.62959	0.0	0.06608	0.0	0.0	0.03169	0.0	0.00118	0.00138	0.0261	0.0	0.0	0.31654	0.0012	0.06515	0.43776	0.0	0.08266	0.0	0.07334	0.00281	0.0	0.0459	0.0	0.62021	0.0
